#,Player,Country,Role,Balls,Wickets,Economy,Style,UUID
1,Khalid Zahid,,Batter,515,21,6.57,,5c93efb1
2,Usman Tariq,,Bowler,514,38,6.98,,e94d1dcd
3,Usman Khalid,,Batter,512,26,5.71,,314f0889
4,Gulsan Jha,,Batter,512,28,7.00,,9811e35e
5,LB Williams,,Bowler,511,28,9.09,,a1d95bd8
6,Z Burgess,,Bowler,511,22,5.21,,d0042e16
7,Mohammad Naveed,,Batter,508,32,5.46,,4861d29b
8,A Dutt,,Batter,506,25,6.71,,803dbf1d
9,Sirajullah Khadim,,Bowler,506,35,5.92,,ff36e706
10,Bilal Muhammad,,Batter,504,28,6.12,,eb5aa5b9
11,Qamar Mushtaque,,Batter,503,37,6.37,,fc362c5d
12,S Dube,,Batter,502,25,9.06,,a4e37e47
13,Haroon Arshad,,Batter,502,30,7.82,,be0f9ce9
14,Basil Hameed,,Batter,500,38,6.76,,adbf0400
15,Umair Tariq,,Bowler,499,45,7.25,,67ec2b09
16,H Fennell,,Bowler,499,37,5.48,,0d38ab25
17,TH David,,Batter,498,10,8.36,,f1f99156
18,Mudassar Bukhari,,Bowler,495,30,6.41,,37312a74
19,Naveed Ahmed,,Batter,492,24,6.96,,87609cbb
20,A Nanda,,Bowler,492,23,7.43,,704e0160
21,Sameen Gul,,Bowler,492,26,8.30,,3be224b0
22,Adnan Idrees,,Batter,491,31,7.56,,0e34c23a
23,LC Hatcher,,Bowler,491,27,7.87,,8f3fde65
24,A Kirschbaum,,Batter,487,26,5.75,,d953bf92
25,J Edwards,,Batter,486,27,7.54,,f787e0eb
26,SSB Magala,,Bowler,485,26,8.24,,8361e524
27,MB Tambe,,Bowler,482,27,6.73,,1c1bb0d5
28,Muhammad Amir,,Batter,481,36,6.55,,60bec5c3
29,R Sakurano-Thomas,,Batter,481,32,6.54,,dd14abf5
30,HNA Conway,,Bowler,481,20,8.21,,272fc5ad
31,SF Tiai,,Batter,480,28,7.05,,bf19d427
32,SA Jacobs,,Bowler,480,17,7.29,,f8cdc4d7
33,KS Bagabena,,Bowler,479,19,6.39,,1ce4f664
34,VJ Kingma,,Bowler,476,21,6.83,,3a7ea906
35,Ahmadullah Shinwari,,Batter,475,22,6.30,,e068d48e
36,D Jakiel,,Bowler,474,27,7.09,,8b7ce771
37,Abhishek Sharma,,Batter,474,17,8.61,,f29185a1
38,AR Cusack,,Batter,474,28,6.86,,568e5a4a
39,JD Cook,,Batter,474,24,7.54,,45f56920
40,A Singh,,Bowler,473,28,7.64,,5b040b81
41,T Tshose,,Bowler,471,21,7.18,,18ae55e4
42,KV Morea,,Bowler,470,32,7.01,,270bf7e2
43,P Koech,,Bowler,470,31,7.20,,f4a0a615
44,J Coetzee,,Batter,470,40,4.31,,3ad06915
45,Muhammad Jabir,,Bowler,469,25,7.91,,b67af1c4
46,V Ganesan,,Batter,468,22,5.63,,baa7dd37
47,Syazrul Idrus,,Bowler,468,42,6.88,,6dba59e0
48,AW O'Brien,,Batter,468,21,7.10,,d29be810
49,M Taylor,,Batter,467,18,6.57,,92075cdc
50,N Pokana,,Bowler,466,21,6.94,,87a92b6b
51,Sahir Naqash,,Batter,465,34,6.79,,352e589f
52,I Khan,,Bowler,465,27,5.94,,2ae01eb0
53,K Piet,,Bowler,463,22,6.97,,39fd9295
54,CN Greaves,,Batter,462,27,7.43,,f42064d5
55,IC Pandey,,Bowler,462,18,7.53,,e0407c01
56,AJ Nair,,Batter,462,22,7.58,,4ba2c04d
57,W Nalisa,,Bowler,461,26,6.75,,673be48f
58,Fanyan Mughal,,Batter,460,22,6.86,,e85bb4b3
59,ND Laegsgaard,,Batter,459,29,5.61,,b0f2d3bd
60,Mohammad Ilyas,,Bowler,458,28,9.07,,bbfa0b42
61,Utkarsh Jain,,Batter,457,25,5.63,,1f4a78c5
62,LN O'Connor,,Bowler,456,15,7.66,,5456bd0c
63,Hussain Talat,,Batter,455,29,8.78,,bb4b445b
64,BD Glover,,Bowler,455,36,5.99,,0dbe27b8
65,PG Dooley,,Batter,455,26,7.33,,5e3054d0
66,D Suzuki,,Batter,452,25,6.85,,64c81abf
67,Sazib Bhuiyan,,Batter,451,37,8.01,,e5464794
68,C Udekwe,,Bowler,451,26,5.02,,74a578d0
69,SL Rainbird,,Bowler,451,17,8.51,,e7dd5eca
70,Raza Iqbal,,Batter,450,25,5.63,,eee46f77
71,HA Chohan,,Bowler,450,25,5.87,,847b4bdd
72,EB Ringera,,Bowler,449,26,6.79,,6cedad99
73,Atif Mehmood,,Batter,449,25,4.84,,7fcc57bf
74,Ijaz Hussain,,Bowler,449,35,6.59,,dc1dd6c4
75,Mohammad Asif,,Bowler,449,21,8.29,,e03b66ec
76,Ahsan Malik,,Bowler,447,30,7.28,,96503059
77,Muhammad Musa,,Batter,447,22,9.17,,9b8a3c39
78,G Sesay,,Bowler,447,35,5.11,,c556b9d2
79,LJ Myott,,Bowler,447,26,5.99,,3f9d95f9
80,AF Ifill,,Bowler,446,24,6.20,,0e6c2f00
81,Habib Khan,,Batter,446,30,6.24,,5152ab02
82,J Rasu,,Batter,445,24,6.94,,1021b6e5
83,Surya Anand,,Batter,445,16,5.84,,ef141f36
84,Mehran Khan,,Bowler,444,25,6.62,,d7bfcc0b
85,Sufiyan Muqeem,,Bowler,441,27,7.03,,4277234d
86,S Vashisht,,Bowler,439,27,5.97,,20ac8219
87,Ashwin Vinod,,Batter,439,24,6.85,,8a99caa9
88,Shah Abrar Hussain,,Batter,439,21,7.26,,6ec13131
89,BTJ Wheal,,Batter,438,22,8.23,,3f61a062
90,KD Shah,,Batter,438,15,7.34,,d5ae21a2
91,TM Head,,Batter,436,21,8.35,,12b610c2
92,Muhammad Asim,,Batter,436,25,6.56,,b424d3d3
93,Anjar Tadarus,,Batter,435,25,7.09,,72275237
94,P Malav,,Bowler,434,24,7.42,,02b078b1
95,B Evans,,Bowler,434,31,7.33,,e7e86505
96,Waqas Maqsood,,Bowler,432,29,8.35,,f59b3bd1
97,AJ Parmar,,Bowler,432,34,6.12,,94113d54
98,JT Smuts,,Batter,431,14,7.35,,42172c3c
99,E Otieno,,Bowler,431,25,6.96,,c57fa67e
100,S Pradhan,,Batter,431,23,6.64,,04f0d409
101,Noman Amjad,,Batter,428,18,6.94,,c079c66a
102,Abdullah Akbarjan,,Bowler,428,28,6.46,,5de198db
103,Mohammad Kamran,,Batter,427,28,4.50,,1a628a92
104,Joshua Asia,,Bowler,426,30,4.46,,c4ecc42c
105,RR Powar,,Batter,426,13,7.06,,5d096f3d
106,M Pretorius,,Bowler,426,22,9.08,,54c2b697
107,NP Kenjige,,Bowler,424,21,7.44,,f7d267f7
108,Sultan Ahmed,,Bowler,423,20,5.35,,3bf7c034
109,Kartik Tyagi,,Bowler,422,15,9.41,,5d2eea49
110,TJG Pringle,,Bowler,420,18,6.41,,8ce2080b
111,RR Simmonds,,Batter,420,26,7.71,,fcf6b0f6
112,J Suchith,,Batter,420,19,8.36,,4125d931
113,Usman Khan,,Batter,419,33,6.19,,e8a552ef
114,Rahmatullah Mangal,,Bowler,416,29,6.33,,ec106638
115,PM Liyanagamage,,Batter,416,26,8.81,,3ee0050f
116,L Gregory,,Batter,415,16,9.33,,06c2de82
117,AJ Turner,,Batter,414,19,7.17,,ff1e12a0
118,Haider Ali,,Batter,414,25,5.57,,c13e34f4
119,NN Odhiambo,,Bowler,414,21,8.28,,753b5a2d
120,GM Muthui,,Bowler,414,26,6.67,,d7e51f87
121,T Murphy,,Batter,414,21,6.72,,ac2e7ec0
122,CA Soper,,Batter,413,27,6.78,,9920dd86
123,KS Leverock,,Batter,412,24,6.29,,e1592949
124,RTM Mendis,,Batter,412,20,7.57,,1be67d37
125,Anureet Singh,,Bowler,412,18,8.64,,69be866a
126,EJB Miles,,Bowler,408,23,6.18,,6b46ce43
127,W Madhevere,,Batter,408,15,6.60,,a879b92c
128,MWR Stokes,,Batter,407,19,6.90,,c573d173
129,J Kariko,,Bowler,407,26,5.09,,cde067e1
130,Asif Ali,,Batter,406,20,6.12,,0a4736eb
131,S Conteh,,Bowler,406,26,5.14,,8f70fff7
132,Waqar Zalmai,,Batter,405,25,7.73,,74571ec4
133,V Kohli,,Batter,403,8,8.13,,ba607b88
134,U Aryaman Sunil,,Bowler,402,16,8.69,,13bc54a8
135,RG Sharma,,Batter,401,16,8.08,,740742ef
136,AA Rahayu,,Batter,401,28,5.22,,2327fdc7
137,RS Primus,,Batter,401,25,8.39,,6f4c73ce
138,M Taniyama,,Bowler,400,31,5.01,,cbd91942
139,G Ngegba,,Batter,400,24,5.20,,69caf2be
140,PC de Silva,,Bowler,398,20,7.21,,b40ee8a8
141,JN Loftie-Eaton,,Batter,398,23,7.28,,f468293b
142,J Shaju,,Bowler,398,25,6.98,,d8bee9a1
143,MV Pavlovic,,Bowler,398,29,6.45,,2809b390
144,E Kubwimana,,Bowler,398,22,8.73,,bfc7799f
145,BV Sears,,Bowler,397,23,8.39,,e1891e00
146,Pyae Phyo Wai,,Batter,397,21,6.21,,09e86895
147,AR Nedd,,Bowler,395,17,7.18,,92b7602a
148,HV Mandhyan,,Batter,394,22,6.78,,11f56b14
149,CK Jasmat,,Batter,394,14,6.24,,5299063a
150,DC Smith,,Batter,393,18,7.25,,a968d39b
151,A Wright,,Bowler,393,17,5.56,,4bb7f51e
152,BL Couch,,Bowler,393,23,8.40,,be69e09d
153,CB Sole,,Bowler,391,18,9.04,,469ccead
154,Junaid Siddiqui,,Bowler,391,14,5.43,,9025e58f
155,H Rathod,,Batter,391,33,6.25,,1f943bef
156,NM Odhiambo,,Batter,390,16,7.63,,c07a1f41
157,ROC Dunka,,Bowler,390,19,7.42,,762f43b7
158,J Yadav,,Bowler,390,8,6.71,,81049310
159,N Nipiko,,Batter,389,35,7.26,,c498c510
160,Raaz Mohammad,,Batter,386,24,6.68,,f83b77f9
161,GA Priandana,,Batter,385,28,6.98,,2af0e3b1
162,C Pengkumta,,Bowler,384,20,6.62,,b3540b2a
163,K Fletcher,,Bowler,384,22,6.38,,443d1fd8
164,PI Walter,,Batter,384,23,8.86,,57590dbb
165,NK Patel,,Batter,382,26,5.48,,c6e10e5c
166,J Singye,,Batter,382,15,6.47,,28574428
167,Nadeem Ahmed,,Bowler,381,23,6.28,,023f6b02
168,D Ravu,,Bowler,380,23,7.07,,053f3ce3
169,Najjam Shahzad,,Batter,380,20,6.22,,58aa33cd
170,A Gbla,,Batter,380,29,6.21,,34ab1e6e
171,ASF Sirah,,Batter,378,24,6.40,,06bcade5
172,Mohammad Irfan (4),,Bowler,378,22,8.87,,1bf9a8ef
173,PF Gallagher,,Bowler,377,22,5.90,,8e9d3dc4
174,NW Bracken,,Bowler,377,19,6.73,,4c61a0f9
175,GE Mathurin,,Batter,376,17,6.78,,b67bfaae
176,Festus Benn,,Batter,375,26,6.45,,de6b3760
177,SI Kamea,,Bowler,374,20,6.79,,0730a707
178,H Carlyon,,Batter,372,20,5.61,,42bf1b7d
179,Kushal Malla,,Batter,372,19,6.10,,7e9f1cde
180,BJ Currie,,Batter,372,28,5.42,,2ecd844a
181,B Khumalo,,Bowler,370,14,7.52,,33ab1f1c
182,Salman Mirza,,Bowler,370,27,7.01,,7ab1eab7
183,SR Thompson,,Bowler,369,16,7.84,,7f3ad1ed
184,MJ Ansell,,Bowler,369,14,5.06,,6e60a792
185,Imran Ameer,,Batter,369,14,6.62,,b8e65260
186,R Parag,,Batter,369,11,8.83,,04a418e8
187,Amad Butt,,Batter,368,18,9.16,,c6a1b1bb
188,Ankit Sharma,,Batter,367,12,7.13,,24d94623
189,A Nao,,Batter,366,21,5.61,,4d1ec7eb
190,Waji Ul Hassan,,Batter,366,19,7.33,,6892f9c3
191,TL Best,,Batter,365,16,7.58,,db767b89
192,V Shankar,,Batter,364,14,8.18,,0994d0ae
193,Mohammad Asghar,,Bowler,364,20,7.62,,574665e2
194,Akif Javed,,Bowler,363,22,8.66,,99d7d5b7
195,TLW Cooper,,Batter,360,13,7.80,,2318ba22
196,J Tuffin,,Batter,360,20,6.23,,8069f81f
197,CD Hinchliffe,,Bowler,360,19,7.93,,8891669e
198,Amir Farooq,,Bowler,359,20,7.47,,6e991bd4
199,Thuya Aung,,Bowler,358,19,5.78,,2e092d2c
200,C Bah,,Bowler,357,8,6.37,,7213d757
201,HJ Manenti,,Batter,357,34,5.87,,0e56c514
202,JA Prestwidge,,Batter,356,17,7.72,,5f317fd4
203,F Stoman,,Bowler,354,19,5.86,,69e53eb3
204,Danyal Raja,,Bowler,354,16,7.75,,324e00a9
205,DAS Gunaratne,,Batter,353,16,8.11,,770494eb
206,M Sarenac,,Bowler,352,19,7.74,,f5ba4611
207,S Bau,,Batter,351,14,6.50,,9a95bebb
208,JA Fitzgerald,,Batter,351,12,9.23,,4e6ff836
209,JA Burrows,,Bowler,351,25,6.92,,dba54d8e
210,MA Baig,,Batter,351,29,4.75,,89394502
211,Anas Khan,,Bowler,351,30,6.05,,66a7f213
212,D Sabir,,Batter,349,27,5.88,,04bc296f
213,J Baguma,,Bowler,349,25,5.90,,8b46fc4f
214,Amjad Javed,,Batter,348,26,6.86,,18eaf2fa
215,Hamza Tahir,,Bowler,348,21,8.09,,34cb2f69
216,NA Greenwood,,Batter,348,17,5.76,,7ca68967
217,Zahid Mahmood,,Bowler,347,18,8.51,,ba158afd
218,PW Borren,,Batter,346,10,6.88,,91052c96
219,Sufyan Mehmood,,Batter,345,19,7.76,,bf172ae6
220,HER Tyler,,Batter,345,19,8.19,,0ba9de33
221,Waqas Ahmad,,Batter,345,23,6.90,,82623a3a
222,K Bhurtel,,Batter,344,29,6.44,,e3386c8a
223,AN Ahmed,,Batter,344,12,7.87,,2af1b6d2
224,EP Gulbis,,Batter,344,12,8.44,,bbce4647
225,K Klein,,Bowler,343,28,7.78,,374bb5e7
226,Joginder Sharma,,Bowler,343,16,9.03,,9f961c14
227,A Ashokan,,Batter,342,15,7.25,,9244df4b
228,PD Collingwood,,Batter,341,21,8.29,,a386e91b
229,BM Tickner,,Bowler,341,19,9.06,,48ad3373
230,M Dixit,,Bowler,341,14,7.23,,d85d52c2
231,Murid Ekrami,,Bowler,341,17,6.62,,76b19864
232,A Natubhai Ahir,,Batter,341,14,4.91,,9c91218d
233,E Mathew,,Bowler,341,19,7.79,,e00acf74
234,HMRKB Herath,,Bowler,341,16,6.09,,d2fcce2f
235,RJ Gleeson,,Bowler,340,18,9.18,,402f8494
236,DK Shetty,,Batter,339,20,6.02,,65cfc56b
237,Mohammad Imran,,Bowler,339,11,8.51,,65a2fff5
238,A Martel,,Batter,337,14,6.94,,65cd62a9
239,DK Anefie,,Batter,336,12,5.68,,f98c24ec
240,W Peatfield,,Bowler,336,21,5.18,,609d6c7c
241,Gayan Munaweera,,Batter,336,20,7.82,,62141a22
242,PK Matautaava,,Batter,336,16,5.45,,af19aa66
243,Akif Raja,,Batter,336,18,7.34,,9d0344f3
244,Jaspreet Singh,,Bowler,335,21,6.59,,d76ab352
245,Gaurav Tiwari,,Batter,335,15,6.16,,cab3f89a
246,DAJ Bracewell,,Batter,334,23,8.68,,2e9fdf9b
247,DA Payne,,Batter,334,22,8.43,,6c79c098
248,OD Hald,,Batter,333,21,6.67,,38189be1
249,NR Johns-Wickberg,,Bowler,333,19,6.11,,3924b2ee
250,S Godara,,Batter,333,22,5.82,,dd7dd27a
251,Vijaykumar Vyshak,,Bowler,333,17,9.77,,54e52590
252,A Kheterpal,,Batter,332,9,6.85,,2deb4082
253,T Rossi,,Bowler,332,20,6.23,,5470418a
254,Akhil Anil,,Batter,332,19,6.18,,c06c25fd
255,J Royal,,Bowler,332,19,7.37,,44a18ad8
256,Delawar Khan,,Batter,331,18,6.94,,28b99edd
257,T Taylor,,Bowler,331,22,6.78,,1d6e8f52
258,AR McBrine,,Batter,330,19,6.82,,e957b38f
259,H Lin Aung,,Bowler,330,16,6.69,,c343a8c6
260,KK Lin Thu,,Bowler,330,15,5.27,,6cf75582
261,Pratik Singh Bais,,Bowler,330,24,4.51,,5b351aff
262,M Dale-Bradley,,Bowler,330,21,6.15,,62b2aa65
263,CK Langeveldt,,Bowler,330,27,7.11,,d1c94b25
264,DR Hooper,,Batter,329,15,6.67,,0ac067e8
265,S Wickramasekara,,Batter,329,16,6.91,,a9a09cb8
266,Karanbir Singh,,Batter,328,29,7.39,,6a97c7a4
267,ZGF Foulkes,,Batter,327,18,8.00,,30f92334
268,JOA Gordon,,Bowler,326,20,6.81,,bb9b51f4
269,Anwar Rahman,,Bowler,325,20,5.83,,28adcce9
270,SR Taylor,,Batter,324,12,6.30,,a9231c3f
271,A Turkmen,,Batter,324,12,6.41,,e56f4180
272,M Yunusu Issa,,Batter,324,20,6.85,,bbab35a3
273,KT Maphaka,,Batter,322,17,9.63,,107c26fb
274,L Shafeeg,,Batter,320,15,7.86,,ed82d9a5
275,KIC Asalanka,,Batter,320,11,7.71,,732c038e
276,Tanwir Afzal,,Batter,318,16,6.79,,5f5ca1a7
277,ACF Stokes,,Bowler,318,19,5.83,,7f74b21d
278,Adil Butt,,Batter,318,19,7.51,,598f5484
279,FA Cossa,,Batter,318,15,6.77,,3b52d247
280,F Damiao Couana,,Batter,318,15,6.34,,2c535f08
281,Ihsanullah,,Bowler,318,23,7.02,,c290033d
282,S Shrivastava,,Batter,318,16,7.62,,ac166f77
283,Atif-Ur-Rehman,,Batter,318,13,4.98,,d20e22f7
284,C Connolly,,Batter,318,18,7.47,,fe366f34
285,K Nestor,,Bowler,317,14,8.04,,b89cde87
286,JC Tredwell,,Bowler,317,7,7.85,,49b6c09f
287,F Akankwasa,,Bowler,316,18,6.00,,0d0f0385
288,Umair Qasim,,Bowler,315,13,6.53,,e086735b
289,Mukesh Choudhary,,Bowler,315,17,9.47,,765a4731
290,LR Shukla,,Batter,314,15,8.16,,b1451597
291,MP Siboto,,Bowler,314,16,7.83,,9d50c7e1
292,S Desungnoen,,Bowler,313,12,6.73,,3eb26dc4
293,R Kalimuthu,,Batter,313,25,7.82,,5892ac75
294,T Perera,,Batter,312,16,7.58,,456397e5
295,KP Meiyappan,,Bowler,312,23,6.92,,b91f2a31
296,Mujeeb-ur-Rehman,,Batter,312,14,6.73,,1a8f879b
297,DS Rathi,,Bowler,312,14,7.98,,13fc5c6d
298,D Robson,,Bowler,311,13,5.79,,fa39ad19
299,Saud Munir,,Bowler,310,20,6.15,,5902f2eb
300,JJ Huo,,Batter,309,23,7.63,,d816fc1c
301,B Kgosiemang,,Batter,309,15,8.17,,059ec7a5
302,CO Obuya,,Batter,308,19,6.04,,5680f1ad
303,S Gill,,Batter,308,11,5.40,,3e6e9a5f
304,B Regmi,,Bowler,307,20,6.16,,98d05440
305,K Sinclair,,Bowler,307,13,6.70,,314642ed
306,SM Nash,,Bowler,307,17,7.33,,4f3a89ae
307,K Thuchila,,Bowler,307,15,5.61,,af42d9f2
308,Irfan Hafejee,,Batter,306,19,6.27,,244009ae
309,T Hinds,,Bowler,306,14,9.35,,45a62071
310,Umer Khan,,Bowler,306,19,7.63,,db3643f3
311,R Hekure,,Bowler,305,11,7.20,,c70448aa
312,A Limdawala,,Batter,304,12,7.09,,2bcbcac3
313,MADI Hemantha,,Bowler,302,20,7.17,,58431ca0
314,NRJ Young,,Batter,302,14,8.30,,9cab5daf
315,Shashikant Laxman,,Bowler,301,17,5.00,,8cf61570
316,Ilyas Ahmed,,Batter,300,11,7.16,,42a01b52
317,WJ Cope,,Bowler,300,16,7.22,,fb34b0ec
318,Shahil Momin,,Batter,300,12,6.22,,46821fbd
319,T Gwandu,,Bowler,300,16,8.00,,d1d83db3
320,DT Doram,,Bowler,300,15,7.76,,3bea1983
321,S Randiv,,Bowler,300,13,7.08,,f5f18a18
322,Pankaj Singh,,Bowler,300,11,9.02,,e32d22f6
323,Izharulhaq Naveed,,Bowler,300,10,8.10,,2cbdd22f
324,TD Andrews,,Batter,300,13,7.50,,a0f612b6
325,C Dickson,,Batter,299,13,6.56,,26b59073
326,R Nehonde,,Batter,298,19,6.74,,4393e047
327,MM Baig,,Batter,297,27,6.95,,add288ea
328,TT Maposa,,Batter,296,14,7.99,,5feead83
329,JD Ryder,,Batter,296,10,7.40,,91ffa6c6
330,BA Bhatt,,Batter,296,12,7.86,,dc4686e6
331,K Senamontree,,Batter,295,17,6.77,,e553e27f
332,D Birrell,,Batter,295,21,6.10,,aea11d1d
333,Bilawal Bhatti,,Batter,295,10,8.20,,7662cf7a
334,Waqar Ali,,Batter,294,28,4.22,,55a73018
335,GK Berg,,Batter,294,19,6.27,,42151725
336,M Magagula,,Batter,294,20,8.06,,7a787b98
337,A Nathwani,,Batter,294,14,7.14,,f1c4f2ea
338,S Gooch,,Batter,294,22,7.06,,622be0d9
339,PSRK Sudarshan,,Batter,294,16,7.35,,3a44a4e4
340,JPR Scantlebury-Searles,,Batter,294,16,9.92,,99ed60f8
341,NK Tiwari,,Batter,293,15,6.33,,97f44626
342,K Juma,,Batter,292,20,6.12,,089ebf89
343,DT Tiripano,,Batter,291,12,7.48,,dbfb8218
344,D Wotu,,Batter,291,13,6.76,,9585854d
345,RW Price,,Batter,291,8,6.76,,67af6f81
346,Muhammad Moiz,,Batter,290,22,7.61,,906b7d48
347,AA Gajic,,Batter,289,18,7.58,,a768a762
348,D Johnson,,Batter,289,14,8.35,,d406e303
349,JT Brassell,,Batter,289,11,8.35,,537021f5
350,R Ravindra,,Batter,288,14,6.40,,ba5e1069
351,Fayaz Khan,,Batter,288,19,7.00,,373954ca
352,A Flintoff,,Batter,288,10,8.23,,ddc0828d
353,BJ Hodge,,Batter,288,20,7.58,,b57f8a9a
354,Lalit Yadav,,Batter,288,10,8.60,,ad427b5c
355,A Mithun,,Batter,288,7,9.06,,66cf56a5
356,VD Adewoye,,Batter,287,17,7.67,,45a34a2d
357,M Gogev,,Batter,287,9,8.72,,995fd3b2
358,NM Salonen,,Batter,287,18,6.31,,f5bd70f2
359,LH Rodrigues,,Batter,286,16,4.89,,57c95c3c
360,Waqas Barkat,,Batter,284,12,7.88,,a2eac9df
361,Haseeb Amjad,,Batter,284,19,6.91,,fb0abc20
362,Dilbar Hussain,,Batter,284,19,8.05,,a968d8eb
363,P Khadka,,Batter,282,8,6.06,,12c3ba4d
364,CN Ackermann,,Batter,282,11,5.96,,e734d090
365,Rehan Ahmed,,Batter,282,15,8.87,,0ecb4de6
366,Zuhaib Zubair,,Batter,282,16,7.09,,9124aa4c
367,Shivam Sharma,,Batter,282,21,6.47,,5bdeeed4
368,DE Bernard,,Batter,282,12,5.98,,e0557f7f
369,K Kartikeya,,Batter,282,12,8.45,,f6d8a7ab
370,SJ Srivastava,,Batter,282,14,8.70,,2049f3a0
371,Mosaddek Hossain,,Batter,280,15,7.14,,8919756f
372,Asad Ali Rehemtulla,,Batter,280,17,8.16,,c122fe73
373,Hamid Mahmood,,Batter,279,15,4.90,,5332fc2f
374,Taranjit Singh,,Batter,279,16,5.94,,985b649e
375,SS Kang,,Batter,279,18,5.87,,797ee165
376,T Panyangara,,Batter,279,17,7.48,,3b417422
377,Akash Deep,,Batter,278,10,11.07,,0a67aec0
378,Zafar Gohar,,Batter,278,18,7.94,,9fd3a210
379,AL Stephen,,Batter,277,14,7.15,,49f6d023
380,RJ Trott,,Batter,276,16,6.54,,52f96571
381,GHS Garton,,Batter,276,13,9.74,,be869ccf
382,Ayan Khan,,Batter,276,6,7.85,,44d6a8b8
383,G Stewart,,Batter,276,11,5.37,,a77472dc
384,D Visser,,Batter,276,19,7.43,,bb4da4d3
385,E Malinga,,Batter,276,18,8.67,,5750bcb4
386,MH Yardy,,Batter,276,11,6.24,,3812d56b
387,SC Ganguly,,Batter,276,10,7.78,,725529bc
388,L Denny,,Batter,275,16,7.09,,e112732d
389,Abdul Naser Baluch,,Batter,275,18,6.33,,6a88d66d
390,Milad Momend,,Batter,275,23,8.14,,84880baf
391,DA Blignaut,,Batter,274,18,6.96,,cfcf189f
392,Jahandad Khan,,Batter,274,12,10.34,,22d73540
393,AC McDermott,,Batter,273,18,7.96,,956887b2
394,Arshad Khan,,Batter,272,12,10.72,,12314277
395,SK Awiah,,Batter,271,18,6.27,,bc3fc527
396,Paing Danu,,Batter,271,12,6.53,,1eb5affb
397,Soumya Sarkar,,Batter,270,12,8.78,,4d9f9686
398,H Bharadwaj,,Batter,270,18,5.02,,2e89652e
399,MC Sorensen,,Batter,270,19,7.00,,3f18724b
400,K Fubler,,Batter,269,20,4.28,,b471ff6c
401,BA Carse,,Batter,268,20,8.78,,cad40f5e
402,SC van Schalkwyk,,Batter,268,15,9.07,,97b0e4ff
403,MPGT Ketiyage,,Batter,268,12,6.85,,2d45d7d2
404,CPPM Sadun,,Batter,267,10,6.22,,2cf2fc9e
405,Zaker Taqawi,,Batter,267,25,6.29,,d7074ddc
406,Zeerak Chughtai,,Batter,267,21,8.07,,ff0b1636
407,MO Jones,,Batter,266,14,5.21,,0e0afd8b
408,RM Dorji,,Batter,266,11,7.80,,3d7f02d4
409,Saber Zakhil,,Batter,266,15,7.20,,036dcf9b
410,DV Varghese,,Batter,266,10,8.89,,26f98ea3
411,B Ito-Davis,,Batter,266,24,4.33,,96275259
412,MT Renshaw,,Batter,265,10,7.86,,218d4d78
413,SR Harmer,,Batter,265,14,7.81,,23638956
414,SC Getkate,,Batter,264,14,7.55,,c8065f31
415,Rafiullah,,Batter,264,12,8.39,,369cc49c
416,A Shahi,,Batter,264,17,6.89,,2011735e
417,LS Barkania,,Batter,264,16,5.32,,073126d6
418,AP Devcich,,Batter,264,8,7.07,,ed90abe4
419,AB McDonald,,Batter,264,16,8.73,,16043342
420,AG Murtaza,,Batter,264,9,6.91,,ef5da05c
421,JM Holland,,Batter,264,9,8.43,,70c4f525
422,A Phillip,,Batter,264,10,8.80,,f2665768
423,D Jansen,,Batter,263,7,7.69,,c90346a0
424,A Ashish Reddy,,Batter,262,18,8.79,,1c2a64cd
425,A Krishna,,Batter,260,18,8.70,,13598ebc
426,Jaskaran Singh,,Batter,260,17,7.06,,d7b3a420
427,DC Stovell,,Batter,259,16,6.56,,7f6c2dae
428,Agha Salman,,Batter,259,10,7.81,,89c16049
429,H Venkataram,,Batter,259,19,6.93,,e61cee7b
430,CJ Langford,,Batter,258,18,5.60,,3967b66f
431,SMK Waththage,,Batter,258,11,6.84,,0fc88c2a
432,Jakob Gul,,Batter,258,19,6.81,,a4696d64
433,JAM Henri,,Batter,258,13,7.67,,04df9697
434,Raza Hasan,,Batter,258,10,6.02,,4f7279a4
435,CJPF Kalugamage,,Batter,257,13,6.16,,31c04b7b
436,Sajid Liaqat,,Batter,256,20,8.65,,b1b99a1a
437,N Tanner,,Batter,256,20,7.05,,5f5efae1
438,Muhammad Rohid,,Batter,256,15,7.41,,9103ecdb
439,Wahidullah Sahak,,Batter,255,19,7.39,,6913e38e
440,A Reyes,,Batter,255,19,7.46,,fd2b8c06
441,Yasir Mohammad,,Batter,255,20,6.96,,fe5175ce
442,BAC Howell,,Batter,255,10,8.75,,0bec3a6c
443,RM Hira,,Batter,254,10,7.72,,2e966563
444,Asif Afridi,,Batter,254,15,6.90,,9489623e
445,LW Feldman,,Batter,254,14,7.11,,da13a0fc
446,S Nsubuga,,Batter,253,17,6.85,,58cb36aa
447,Shoaib Rafiq,,Batter,253,22,3.49,,27df03d2
448,B Mavuta,,Batter,252,11,6.62,,dadb9703
449,S Kushretha,,Batter,252,16,6.26,,4e3fd330
450,Ali Masood,,Batter,252,20,7.71,,a138f597
451,L Erdenebulgan,,Batter,252,18,8.93,,c4f8d754
452,Lucas Rossi,,Batter,252,20,4.60,,2064e555
453,MJ Owen,,Batter,252,12,9.12,,f2c936d7
454,MR Swart,,Batter,252,12,6.17,,a75a78eb
